NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
488999,All Other Support Activities for Transportation ,Liquefied natural gas (LNG) terminals (liquefaction and regasification),OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,"Pipeline terminal facilities, independently operated",OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,Precooling of fruits and vegetables in connection with transportation,OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,"Stockyards (i.e., not for fattening or selling livestock), transportation",OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,"Vanpools, arrangement of (except ridesharing arrangement services)",OOA,     ,No,No,No,No,0
491110,Postal Service,"Postal delivery services, local, operated by U.S. Postal Service",OOA,     ,No,No,No,No,0
491110,Postal Service,"Postal delivery services, local, operated on a contract basis",OOA,     ,No,No,No,No,0
491110,Postal Service,Postal services operated by U.S. Postal Service,OOA,     ,No,No,No,No,0
491110,Postal Service,Postal stations operated by U.S. Postal Service,OOA,     ,No,No,No,No,0
491110,Postal Service,Postal stations operated on a contract basis,OOA,     ,No,No,No,No,0
492110,Couriers and Express Delivery Services,Air courier services (except establishments operating under a universal service obligation),Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492110,Couriers and Express Delivery Services,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492110,Couriers and Express Delivery Services,Express delivery services (except establishments operating under a universal service obligation),Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492110,Couriers and Express Delivery Services,Local letter and parcel delivery services as part of intercity courier network,Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,Alcoholic beverage delivery service,Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,Bicycle courier,Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,"Delivery service (except as part of intercity courier network, U.S. Postal Service)",Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,"Grocery delivery services (i.e., independent service from grocery store)",Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,"Local letter and parcel delivery services (except as part of intercity courier network, U.S. Postal Service)",Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,Messenger service,Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
492210,Local Messengers and Local Delivery,"Restaurant meals order and delivery services (i.e., independent order and delivery services)",Delivery service providers,Miscellaneous,No,No,No,Yes,49221000_11101100_00000000
493110,General Warehousing and Storage ,"Bonded warehousing, general merchandise",OOA,     ,No,No,No,No,0
493110,General Warehousing and Storage ,General warehousing and storage,OOA,     ,No,No,No,No,0
493110,General Warehousing and Storage ,"Private warehousing and storage, general merchandise",OOA,     ,No,No,No,No,0
493110,General Warehousing and Storage ,"Public warehousing and storage (except self-storage), general merchandise",OOA,     ,No,No,No,No,0
493110,General Warehousing and Storage ,"Warehousing (including foreign trade zones), general merchandise",OOA,     ,No,No,No,No,0
493110,General Warehousing and Storage ,"Warehousing and storage, general merchandise",OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,"Bonded warehousing, refrigerated",OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,Cold storage locker services,OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,Cold storage warehousing,OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,"Farm product warehousing and storage, refrigerated",OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,Fur storage warehousing for the trade,OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,"Private warehousing and storage, refrigerated",OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,"Public warehousing and storage, refrigerated",OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,Refrigerated warehousing,OOA,     ,No,No,No,No,0
493120,Refrigerated Warehousing and Storage,"Warehousing, refrigerated",OOA,     ,No,No,No,No,0
493130,Farm Product Warehousing and Storage,"Bonded warehousing, farm products (except refrigerated)",OOA,     ,No,No,No,No,0
493130,Farm Product Warehousing and Storage,Farm product warehousing and storage (except refrigerated),OOA,     ,No,No,No,No,0
493130,Farm Product Warehousing and Storage,"Grain elevators, storage only",OOA,     ,No,No,No,No,0
493130,Farm Product Warehousing and Storage,"Private warehousing and storage, farm products (except refrigerated)",OOA,     ,No,No,No,No,0
493130,Farm Product Warehousing and Storage,"Public warehousing and storage, farm products (except refrigerated)",OOA,     ,No,No,No,No,0
493130,Farm Product Warehousing and Storage,"Warehousing, farm products (except refrigerated)",OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,Automobile dead storage,OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,"Bonded warehousing (except farm products, general merchandise, refrigerated)",OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,Bulk petroleum storage,OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,Document storage and warehousing,OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,Lumber storage terminals,OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,"Private warehousing and storage (except farm products, general merchandise, refrigerated)",OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,"Public warehousing and storage (except farm products, general merchandise, refrigerated, self-storage)",OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,"Warehousing (except farm products, general merchandise, refrigerated)",OOA,     ,No,No,No,No,0
493190,Other Warehousing and Storage,Whiskey warehousing,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Animated cartoon production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Animated cartoon production and distribution,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,"Commercials, television, production",OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Film studios producing films,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,"Films, motion picture production",OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,"Films, motion picture production and distribution",OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Instructional video production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Motion picture and video production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Motion picture and video production and distribution,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Motion picture production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Motion picture production and distribution,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Motion picture production payroll agents,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,"Motion picture studios, producing motion pictures",OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Movie production and distribution,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Music video production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Music video production and distribution,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,"Program producing, television",OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Television commercial production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Television show production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Video production,OOA,     ,No,No,No,No,0
512110,Motion Picture and Video Production ,Video production and distribution,OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,Animated cartoon distribution,OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,Film distribution agencies,OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,"Film distribution, motion picture and video",OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,"Film libraries, commercial distribution",OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,Motion picture distribution exclusive of production,OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,Motion picture film distributors,OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,"Motion picture film libraries, commercial distribution",OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,Tape distribution for television,OOA,     ,No,No,No,No,0
512120,Motion Picture and Video Distribution,Television show syndicators,OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,Cinemas,OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,Film festivals exhibitors,OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,Motion picture exhibition,OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,Motion picture exhibitors for airlines,OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,"Motion picture exhibitors, itinerant",OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,"Motion picture theaters, indoor",OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,Movie theaters (except drive-in),OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,"Theaters, motion picture (except drive-in)",OOA,     ,No,No,No,No,0
512131,Motion Picture Theaters (except Drive-Ins) ,"Theaters, motion picture, indoor",OOA,     ,No,No,No,No,0
512132,Drive-In Motion Picture Theaters ,Drive-in motion picture theaters,OOA,     ,No,No,No,No,0
512132,Drive-In Motion Picture Theaters ,"Motion picture theaters, drive-in",OOA,     ,No,No,No,No,0
512132,Drive-In Motion Picture Theaters ,"Movie theaters, drive-in",OOA,     ,No,No,No,No,0
512132,Drive-In Motion Picture Theaters ,Open air motion picture theaters,OOA,     ,No,No,No,No,0
512132,Drive-In Motion Picture Theaters ,"Theaters, motion picture, drive-in",OOA,     ,No,No,No,No,0
512132,Drive-In Motion Picture Theaters ,"Theaters, outdoor motion picture",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Closed captioning services, taped material",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Film or tape closed captioning,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Film or video transfer services,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Motion picture animation, postproduction",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Motion picture or video editing services,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Motion picture or video postproduction services,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Motion picture or video titling,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Motion picture production special effects, postproduction",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Postproduction facilities, motion picture or video",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Post-synchronization sound dubbing,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Sound dubbing services, motion picture",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Special effects for motion picture production, postproduction",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Subtitling of motion picture film or video,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Tape transfer service,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Teleproduction services,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Titling of motion picture film or video,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,"Video conversion services (i.e., between formats, except technical streaming support services)",OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Video postproduction services,OOA,     ,No,No,No,No,0
512191,Teleproduction and Other Postproduction Services ,Video tape and film stock digitization services (except technical streaming support services),OOA,     ,No,No,No,No,0
512199,Other Motion Picture and Video Industries ,"Booking agencies, motion picture",OOA,     ,No,No,No,No,0
